"Station Name","County","Station Type","Status","Status Date","Primary Responsible Entity","Primary Water Use","Artesian Well","Geothermal Well","Well Total Depth (ft)","Well Completion Date","Method Drilled","Well Construction ID","Metal Tags","USGS ID","Elevation (ft)","Height System","Time Zone","IDTM Easting","IDTM Northing","Latitude","Longitude","Method of Positioning"
"14S 35E 35BDC1","ONEIDA","Well","Active",2023-09-12,"","Domestic","No","No",NA,NA,"","","","",4465.09,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2637114.4,1219647.9,42.1649499963427,-112.340110950556,"GPS"
"14S 35E 35BDD1","ONEIDA","Well","Active",2023-09-12,"","Domestic","No","No",NA,NA,"","","","",4494.62,"---","(UTC-07:00) Mountain Time (US & Canada)",2637414.62,1219652.41,42.1649379651745,-112.33647694427,"GPS"
"14S 36E 17CCC1","ONEIDA","Well","Active",2023-09-12,"","Domestic","No","No",NA,NA,"","","","",4648.46,"---","(UTC-07:00) Mountain Time (US & Canada)",2641497.78,1225029.82,42.2126199577361,-112.285760021812,"GPS"
"14S 38E 15CDC1","FRANKLIN","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",200,1937-01-01,"Cable","---","---","421156112002701",4795,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2664437.46,1223994.29,42.1988105925619,-112.008290991162,"Digitized"
"14S 40E 19CCC1","FRANKLIN","","",NA,"","","","",NA,NA,"","","","",NA,"","",2678752.06214372,1222840.93330799,42.18529,-111.8353783,""
"14S 40E 31BCB1","FRANKLIN","Well","Inactive",2020-06-18,"---","Stock","No","Yes",73,1977-03-26,"Air Rotary","389574","---","---",4601,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2679224.39,1220019.97,42.1597935013303,-111.830530761895,"PLSS/Topo"
"14S 40E 31CC1","FRANKLIN","Well","Inactive",2020-06-18,"---","Domestic","No","Yes",78,2006-05-17,"Air Rotary","410015","---","---",4564,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2678702.67,1219666.7,42.1567332927071,-111.836950027297,"GPS"
"15N 01W 09CDD1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",505,1984-06-01,"Air Rotary","---","---","---",3320,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2304569.72,1496650.58,44.6446113911604,-116.464400986451,"Digitized"
"15N 01W 15BDA2","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",535,1981-06-01,"---","---","---","---",3280,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306126.49,1495899.64,44.6382790032994,-116.444504000592,"Digitized"
"15N 01W 15CCA1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",100,1994-04-23,"Air Rotary","---","---","---",3200,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2305823.95,1495323,44.6330108600978,-116.448096983149,"Digitized"
"15N 01W 15CCD1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",100,1994-04-22,"Air Rotary","---","---","---",3200,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2305810.89,1495149.93,44.6314506920068,-116.448196005847,"Digitized"
"15N 01W 16BAA1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",525,1995-04-18,"Air Rotary","288429","---","---",3280,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2304621.09,1496506.56,44.6433300245652,-116.463698942562,"Digitized"
"15N 01W 21AAC1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",222,1994-08-08,"Air Rotary","---","---","---",3240,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2305223.78,1494643.79,44.6267394946404,-116.455399048415,"Digitized"
"15N 01W 21ACA1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",160,1993-09-03,"Air Rotary","---","---","---",3120,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2304933.6,1494502.4,44.6253891236601,-116.459000055708,"Digitized"
"15N 01W 21BDA1","ADAMS","Well","Inactive",2020-06-18,"---","Irrigation","No","No",170,1993-08-19,"Air Rotary","289053","---","---",3120,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2304577.89,1494557.71,44.6257899902801,-116.463501048413,"Digitized"
"15N 01W 22AAC1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",260,1993-06-30,"Air Rotary","---","---","---",3280,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306777.82,1494571.72,44.6265106418581,-116.435799013149,"Digitized"
"15N 01W 22ACA1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",215,1980-04-01,"Air Rotary","---","---","---",3260,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306487.84,1494435.76,44.6252097728462,-116.439400015665,"Digitized"
"15N 01W 22BAD1","ADAMS","Well","Discontinued",2020-06-18,"---","Domestic","No","No",176,1974-08-06,"Cable","366935","---","443736116263701",3260,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306080.68,1494597.41,44.6265539950232,-116.444589050033,"Digitized"
"15N 01W 22CAA1","ADAMS","Well","Inactive",2020-06-18,"---","Domestic","No","No",240,1991-07-11,"Air Rotary","---","---","---",3280,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306127.75,1494083.08,44.6219406419835,-116.443802009089,"Digitized"
"15N 01W 22DBC1","ADAMS","Well","Inactive",2020-06-18,"---","Unused","No","No",161,1985-06-22,"Cable","---","---","---",3240,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306287.97,1493870.45,44.6200713588631,-116.441704023159,"Digitized"
"15N 03E 13BB1","VALLEY","Well","Inactive",2020-06-18,"---","Unused","No","Yes",490,1986-06-03,"Air Rotary","383638","---","---",4897,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2337744.53,1495447.89,44.6420508022428,-116.045975001646,"PLSS/Topo"
"15N 03E 13BB3","VALLEY","Well","Inactive",2020-06-18,"---","Unused","No","Yes",470,1985-12-21,"Air Rotary","397267","---","---",4897,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2337744.53,1495447.89,44.6420508022428,-116.045975001646,"PLSS/Topo"
"15N 20E 01ADC2","CUSTER","Well","Inactive",2023-12-12,"IDWR","Domestic","No","No",80,1982-06-20,"Cable","287373","---","443942114021302",4748,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2497024.55,1495601.69,44.6617589998018,-114.037532025883,"GPS"
"15N 26E 09ADD2","LEMHI","Well","Active",2020-06-18,"IDWR","Domestic","No","No",180,1984-05-03,"Air Rotary","355788","---","443840113211501",6170.96,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2551163.67,1493894.58,44.6445745773118,-113.35481738015,"GPS"
"15N 43E 13BCA1","FREMONT","Well","Active",2020-06-18,"IDWR","Domestic","No","No",155,1972-08-07,"Cable","357865","A0006980","443745111195401",6620,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2711619.45,1495430.68,44.6290555556185,-111.332166791511,"GPS"
"15S 21E 12DA1","CASSIA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",1052,1960-03-18,"---","387362","---","---",4835,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2505453.68,1214763.71,42.1329513093504,-113.934010774782,"PLSS/Topo"
"15S 21E 24AD1","CASSIA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",955,1960-09-17,"---","402428","---","---",5103,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2505450.67,1211974.47,42.1078301178852,-113.93407324096,"PLSS/Topo"
"15S 24E 22DDB1","CASSIA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",NA,1962-01-01,"---","---","---","420559113375001",5376.5,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2530479.19,1211128.39,42.0996368383554,-113.631396848498,"Digitized"
"15S 24E 22DDB2","CASSIA","Well","Active",2020-06-18,"IDWR","Domestic","No","Yes",280,1992-06-13,"Air Rotary","311953","---","420556113375001",5375.51,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2530454.564,1211042.88,42.098867663724,-113.631699116061,"High-Precision GPS"
"15S 25E 33CCD1","CASSIA","Well","Active",2020-06-18,"IDWR","---","No","No",304,1961-06-19,"Cable","369225","---","420404113324001",5119.18,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2537607.69,1207614.77,42.067683,-113.545416,"High-Precision GPS"
"15S 26E 23AAA1","CASSIA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",360,1956-04-15,"Cable","---","---","420627113222801",4849,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2551650.99,1212115.2,42.1074159827575,-113.37527802112,"Digitized"
"15S 26E 23DDC5","CASSIA","Well","Active",2020-06-18,"IDWR","Unused","No","No",124,1968-10-15,"Cable","400564","---","420552113223301",4828.65,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2551499.288,1211018.272,42.0975470528902,-113.377209448754,"High-Precision GPS"
"15S 26E 24BCB1","CASSIA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",225,1938-01-01,"---","349803","---","420627113222201",4827.8,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2551783.42,1212103.56,42.1073024223143,-113.373677396332,"GPS"
"15S 26E 25BAD1","CASSIA","Well","Inactive",2020-06-18,"---","Other","No","Yes",1000,1978-07-31,"Cable","385969","---","---",4820,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2552555.5,1210987.51,42.0971999823174,-113.364439998028,"GPS"
"15S 26E 25BCA1","CASSIA","Well","Inactive",2020-06-18,"---","Unused","No","Yes",501,1978-08-01,"Cable","399879","A0009443","---",4852,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2552169.82,1210470.55,42.0925699914058,-113.369149940528,"GPS"
"15S 26E 26CAB1","CASSIA","Well","Active",2020-06-18,"IDWR","Irrigation","No","Yes",600,1992-04-05,"Cable","311973","---","---",4855,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2550685.34,1209935.66,42.08785,-113.387146,"Digitized"
"15S 26E 27BAA1","CASSIA","Well","Inactive",2020-06-18,"---","Unused","No","No",98.5,1974-02-14,"Auger","---","---","420542113234401",4890,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2549915.28,1210714.75,42.0949158880769,-113.39639003223,"Digitized"
"15S 26E 32CCD1","CASSIA","Well","Inactive",2020-06-18,"---","Unused","No","No",28,1974-03-11,"Auger","---","---","420409113265001",4950,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2545661.12,1207817.58,42.0690826856818,-113.448058033251,"Digitized"
"15S 26E 33BBC1","CASSIA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",310,1961-09-18,"---","349463","---","420445113255101",4924.45,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2546985.542,1208948.683,42.079191413347,-113.431958619343,"High-Precision GPS"
"15S 27E 06ABC1","CASSIA","Well","Active",2023-12-06,"IDWR","Irrigation","No","No",270,1953-04-28,"---","---","---","420904113203301",4722.17,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2554246.924,1216991.486,42.1511559660871,-113.343428620746,"High-Precision GPS"
"15S 27E 06DDD1","CASSIA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",402,1956-10-05,"Cable","390024","---","420825113195901",4730.28,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2555033.238,1215779.78,42.1401886947786,-113.334026561743,"High-Precision GPS"
"15S 27E 06DDD2","CASSIA","Well","Discontinued",2020-06-18,"---","Irrigation","No","No",300,1980-04-10,"Cable","---","---","---",4734,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2555034.77,1215779.69,42.1401877766486,-113.334008032266,"GPS"
"15S 27E 07DBC1","CASSIA","Well","Discontinued",2020-06-18,"---","Domestic","No","No",234,1951-08-21,"---","---","---","420747113202701",4750.2,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2554410.97,1214603.41,42.1296379311744,-113.34166605863,"Digitized"
"15S 27E 08BBC1","CASSIA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",207,1955-03-30,"Cable","393729","---","420812113195401",4736.44,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2555164.391,1215388.358,42.1366543891863,-113.33247656897,"High-Precision GPS"
"15S 27E 08DBC2","CASSIA","Well","Discontinued",2020-06-18,"---","Irrigation","No","No",318,1980-03-19,"Cable","414803","---","---",4737,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2555914.86,1214620.79,42.129688614029,-113.323469607711,"GPS"
"15S 27E 23CD1","CASSIA","Well","Inactive",2020-06-18,"---","Other","No","Yes",1310,1978-03-16,"Air Rotary","400878","---","---",5003,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2560506.46,1211216.72,42.098691411766,-113.268271437007,"PLSS/Topo"
"15S 27E 29DBA1","CASSIA","Well","Active",2022-06-01,"IDWR","Unused","No","",495,2022-04-09,"Air Rotary","468421","D0092858","",4811.28,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2556271.003,1210151.175,42.0894104071759,-113.319591447035,"High-Precision GPS"
"15S 27E 30BDC1","CASSIA","Well","Inactive",2020-06-18,"---","Other","No","Yes",1020,1978-05-26,"Air Rotary","382742","---","---",4820,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2553868.05,1210316.73,42.091069975424,-113.348629971358,"Digitized"
"15S 27E 30DB1","CASSIA","Well","Inactive",2020-06-18,"---","Other","No","Yes",1020,1978-05-26,"Air Rotary","382742","---","---",4820,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2553868.05,1210316.73,42.091069975424,-113.348629971358,"Digitized"
"15S 28E 05CAD1","CASSIA","Well","Active",2022-06-01,"IDWR","Unused","No","No",753,2022-04-05,"Air Rotary","468419","D0092856","",5490.54,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2565609.423,1216403.128,42.1449881004331,-113.20598182772,"High-Precision GPS"
"15S 30E 09BBB1","ONEIDA","Well","Active",2020-06-18,"IDWR","Domestic","No","No",760,1968-12-11,"Cable","387752","---","---",5016,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2585520.78,1215970.87,42.1391751409992,-112.965107683987,"GPS"
"15S 32E 07CCC1","ONEIDA","Well","Inactive",2020-06-18,"---","Domestic","No","No",200,1982-10-17,"Air Rotary","---","---","---",5400,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2601675.11,1214629.97,42.1251716615144,-112.769896964089,"Digitized"
"15S 32E 09AAA2","ONEIDA","Well","Active",2020-06-18,"IDWR","Stock","No","No",270,1967-09-01,"Cable","---","---","420819112425102",5040,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2606191.99,1216179.96,42.1385292759216,-112.714980984304,"Digitized"
"15S 32E 33ADD1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",400,1969-01-01,"---","---","---","420429112425401",4619.9,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2606323.15,1208994.01,42.0738075621172,-112.71470205343,"Digitized"
"15S 32E 33DCD1","ONEIDA","Well","Inactive",2023-12-06,"IDWR","Irrigation","No","No",267,1961-01-01,"---","425820","---","420402112431301",4592.1,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2605805.67,1208245.86,42.0671408718031,-112.721091405328,"Digitized"
"15S 32E 34AAA1","ONEIDA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",600,1969-01-01,"Cable","---","---","420448112414701",4623,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2607760.48,1209694.47,42.0799187626973,-112.69720204889,"Digitized"
"15S 32E 36AAA1","ONEIDA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",331,1959-12-03,"Cable","425825","---","420449112392301",4672,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2611161.19,1209747.14,42.0799189588945,-112.656089058849,"Digitized"
"15S 33E 06CAA1","ONEIDA","Well","Active",2023-12-12,"IDWR","Irrigation","No","No",332,NA,"Cable","---","---","420844112384601",4590,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2611804.08,1217037.96,42.1454740582797,-112.64692299486,"Digitized"
"15S 33E 07DCA1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",670,1970-12-14,"Cable","384137","---","---",4775,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2612457.83,1215047.66,42.1274600136266,-112.639397044176,"Digitized"
"15S 33E 08CCA1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",572,1972-05-10,"Cable","---","---","---",4770,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2613226.82,1215046.45,42.1273384295202,-112.630096000709,"Digitized"
"15S 33E 08CCB1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",600,1975-06-03,"Air Rotary","384258","---","---",4770,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2612887.82,1215022.43,42.1271710447353,-112.634200996749,"Digitized"
"15S 33E 08CCC1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",633,1973-03-21,"Cable","---","---","---",4770,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2612891.37,1214800.43,42.1251716666336,-112.634201000927,"Digitized"
"15S 33E 17BBD1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",210,1979-05-14,"Air Rotary","348955","---","---",4775,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2613114.79,1214282.94,42.1204800355946,-112.631599016033,"Digitized"
"15S 33E 17BCD1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",398,1974-09-01,"Cable","---","---","---",4753,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2613245.75,1213866.41,42.1167107381238,-112.630095965303,"Digitized"
"15S 33E 21CCC1","ONEIDA","Well","Discontinued",2020-06-18,"---","Stock","No","No",137,1931-09-17,"Cable","---","---","420543112365001",4888.4,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2614557.33,1211498.17,42.0951969404491,-112.614698976325,"Digitized"
"15S 35E 01DAA1","ONEIDA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",329,1911-03-01,"Cable","---","---","420855112182301",4453,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2639878.25,1217915.48,42.148865032223,-112.307081995899,"Digitized"
"15S 35E 03BAA1","ONEIDA","Well","Active",2020-06-18,"IDWR","Domestic","No","No",120,1996-05-10,"Air Rotary","329892","A0011018","420921112211801",4565,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2635842.24,1218598.26,42.1557221559315,-112.355750112127,"GPS"
"15S 35E 22AAB1","ONEIDA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",229,1962-09-01,"Cable","---","---","420636112175201",4575,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2636546.25,1213710.98,42.111601,-112.348376,"GPS"
"15S 36E 04CCB1","ONEIDA","Well","Active",2023-09-12,"","Irrigation","Yes","No",NA,NA,"","","","",4417.49,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2643187.66,1217428.59,42.1438840147479,-112.267165983844,"GPS"
"15S 36E 22ABA1","ONEIDA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",100,1929-01-01,"Cable","---","A0014401","420638112140301",4419,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2645988.52,1214018.24,42.1126665992134,-112.234138988469,"GPS"
"15S 39E 06AD1","FRANKLIN","Well","Inactive",2020-06-18,"---","Other","No","Yes",375,1974-04-26,"Air Rotary","380968","---","---",4752,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2670407,1218613.16,42.1490996308475,-111.937605813132,"PLSS/Topo"
"15S 39E 08BA1","FRANKLIN","Well","Inactive",2020-06-18,"---","Other","No","Yes",158,2007-04-23,"Air Rotary","416228","---","---",4498,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2671727.83,1217300.87,42.1369999556944,-111.922016692843,"GPS"
"16N 01W 03DDD2","ADAMS","Well","Active",2020-06-18,"IDWR","Unused","No","No",83,1954-08-13,"Cable","363567","---","444447116255701",2985,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2307359.69,1507870.15,44.7462769703913,-116.433476035341,"Digitized"
"16N 01W 22BAA1","ADAMS","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",390,1963-03-19,"Cable","363452","---","444256116263401",2950,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2306443.1,1504469.41,44.7154429898864,-116.443754995937,"Digitized"
"16N 03E 14AAB1","VALLEY","Well","Active",2020-06-18,"IDWR","Domestic","No","No",110,1966-11-18,"Mud Rotary","388807","A0014140","444351116030001",4871,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2337669.09,1505315.08,44.7308055187579,-116.050055643384,"GPS"
"16N 25E 03BCC1","LEMHI","Well","Active",2020-06-18,"IDWR","Domestic","No","No",42,1989-08-31,"Air Rotary","287460","---","444450113284401",5660.96,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2541336.94,1505095.12,44.7460350158768,-113.477823047528,"Digitized"
"16N 25E 18BBC1","LEMHI","Well","Active",2020-06-18,"IDWR","Domestic","No","No",60,NA,"---","---","---","---",6174.97,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2536580,1502306,44.7211861371002,-113.538111541629,"GPS"
"16N 25E 20BDD1","LEMHI","Well","Discontinued",2021-04-27,"IDWR","Domestic","No","No",82,1995-09-20,"Air Rotary","---","---","---",6172.87,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2538804.13,1500352.8,44.7034862984287,-113.5101772203,"GPS"
"16N 26E 20CDD1","LEMHI","Well","Active",2020-06-18,"IDWR","Domestic","No","No",60,NA,"---","---","---","---",5898.23,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2548645,1499624,44.6963254224655,-113.386032098907,"GPS"
"16N 26E 21ACA1","LEMHI","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",NA,NA,"---","---","---","444217113213301",6036.45,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2550697.34,1500564.06,44.704645504618,-113.360037062622,"Digitized"
"16N 26E 21CAC1","LEMHI","Well","Active",2020-06-18,"IDWR","Domestic","No","No",NA,NA,"---","---","---","---",5945.35,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2550129,1500006,44.6996619075047,-113.367265617518,"GPS"
"16N 26E 26ABB1","LEMHI","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",NA,1989-12-23,"Cable","---","---","444137113192101",6122,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2553631.03,1499350.65,44.6935091531872,-113.323134272868,"Digitized"
"16N 26E 26CBC1","LEMHI","Well","Active",2020-06-18,"IDWR","---","No","No",NA,NA,"---","446299","---","---",6044.81,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2552828.31,1498361.73,44.6846666754466,-113.333366662161,"GPS"
"16N 26E 26DBB1","LEMHI","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",200,1979-06-19,"Cable","357060","---","444115113192101",6095.82,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2553618.21,1498674.44,44.6874230127634,-113.32336693861,"Digitized"
"16N 26E 27CAC1","LEMHI","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",81,1983-07-01,"Cable","411802","---","444103113205201",5975.29,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2551617.99,1498287.77,44.6840890228825,-113.348645992209,"Digitized"
"16N 26E 27CCB1","LEMHI","Well","Active",2020-06-18,"IDWR","---","No","No",NA,NA,"---","---","---","---",5958.01,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2551231.65,1498252.33,44.6837976961682,-113.353524353795,"GPS"
"16N 43E 31CCB1","FREMONT","Well","Active",2020-06-18,"IDWR","Domestic","No","No",80,1970-07-21,"Mud Rotary","388685","---","443953111260301",6574,"GPS","(UTC-07:00) Mountain Time (US & Canada)",2703281.65,1499117.44,44.6646184908692,-111.435710979132,"Digitized"
"16S 09E 24BB1","OWYHEE","Well","Inactive",2020-06-18,"---","Domestic","No","Yes",100,1987-04-08,"Cable","346174","---","---",5166,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2387248.21,1203818.57,42.0263111432951,-115.361994529733,"PLSS/Topo"
"16S 17E 30ACA1","TWIN FALLS","Well","Inactive",2020-06-18,"---","Domestic","No","Yes",240,1969-10-22,"Cable","385450","E0006841","---",5459,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2458299.02,1201007.55,42.0079700275437,-114.503590020744,"Digitized"
"16S 24E 14DBD1","CASSIA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",240,1967-05-12,"Cable","385343","---","420221113365301",5237.57,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2531818.01,1204404.324,42.0390243621439,-113.615571610132,"High-Precision GPS"
"16S 24E 23BCD1","CASSIA","Well","Inactive",2022-11-15,"IDWR","Irrigation","No","No",159,1963-02-01,"Cable","423303","A0008940","420141113371501",5269.95,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2531384.737,1203180.906,42.0280231625221,-113.620871835781,"High-Precision GPS"
"16S 26E 05BBA3","CASSIA","Well","Inactive",2020-06-18,"---","Unused","No","Yes",252,1975-02-19,"Air Rotary","348127","---","---",4964,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2545758.35,1207598.06,42.0670999996454,-113.446899952936,"Digitized"
"16S 30E 09ABB2","ONEIDA","Well","Active",2020-06-18,"IDWR","Stock","No","No",485,1968-04-01,"Cable","425821","A0014121","420323112571202",4658,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2586551.28,1206783.9,42.0563332567896,-112.954000093556,"GPS"
"16S 31E 29CA1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",470,1979-05-01,"Cable","394938","---","---",4474,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2594297.5,1200686.63,42.0005370188651,-112.861382030507,"PLSS/Topo"
"16S 32E 03CCD1","ONEIDA","Well","Inactive",2020-06-18,"---","Domestic","No","No",161,1984-10-02,"Cable","329279","---","---",4592,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2606986.76,1207248.34,42.0579989703935,-112.707000948847,"Digitized"
"16S 32E 04CDD1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",300,1973-05-20,"Cable","401000","---","---",4588,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2605638.57,1207213.65,42.057869001771,-112.723296952499,"Digitized"
"16S 32E 09BCB1","ONEIDA","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",220,1963-01-01,"Cable","---","---","420309112435901",4602.6,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2604773.25,1206773.99,42.054026,-112.733831,"Digitized"
"16S 32E 13BAB1","ONEIDA","Well","Inactive",2020-06-18,"---","Irrigation","No","No",400,1973-10-10,"Cable","---","---","---",4610,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2610166.09,1205582.54,42.0425605801086,-112.668899968204,"Digitized"
