_id,site_code,stn_id,swn,well_name,continuous_data_station_number,latitude,longitude,gse,rpe,gse_method,gse_acc,basin_code,basin_name,county_name,well_depth,well_use,well_type,wcr_no,monitoring_program,geology
44564,392217N1214461W001,61123,16N05E30A501M,PMW-34 B,,39.2217,-121.44613,172.74,172.48,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,80.0,Observation,Part of a nested/multi-completion well,WCR2024-005807,VOLUNTARY,['QPc']
44567,392258N1219984W001,17639,16N01W20F001M,16N01W20F001M,,39.2258,-121.9984,61.42,61.92,Unknown,Unknown,5-021.52,Colusa,Colusa,39.0,Residential,Single Well,,VOLUNTARY,['Q']
44568,392289N1215370W001,49840,16N04E21M002M,COR-22,,39.22891,-121.537,81.29,82.861,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,390.0,Irrigation,Single Well,536103,VOLUNTARY,['Q']
44569,392290N1214771W002,52496,,Davis-MW,,39.22899,-121.47709,96.63,96.96,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,121.0,Unknown,Single Well,164-24C1,VOLUNTARY,['QPc']
44570,392299N1214924W002,52436,,COR-33,,39.22989,-121.49238,102.68,103.21,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,166.0,Irrigation,Single Well,n/a,VOLUNTARY,['Q']
44571,392318N1214900W002,52497,,Starr-MW,,39.23182,-121.48999,115.47,115.89,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,120.0,Unknown,Single Well,118204,VOLUNTARY,['Q']
44572,392324N1216499W001,16293,16N03E21D001M,16N03E21D001M,,39.2324,-121.6499,71.78,72.28,Unknown,Unknown,5-021.62,Sutter,Sutter,95.0,Irrigation,Single Well,525,VOLUNTARY,['Q']
44573,392324N1232025W001,57444,16N12W21D500M,UVBGSA-05,,39.2324,-123.20259,674.0,673.71,GPS,0.1 ft.,1-052,Ukiah Valley,Mendocino,70.0,Observation,Single Well,WCR2022-006662,SGMA,['QPc']
44574,392325N1215391W002,52437,,COR-34,,39.23248,-121.5391,82.29,82.97,Unknown,Unknown,5-021.60,North Yuba,Yuba,330.0,Irrigation,Single Well,,VOLUNTARY,['Q']
44577,392343N1215594W001,49831,16N04E19A002M,COR-13,,39.23424,-121.55935,80.91,81.629,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,425.0,Irrigation,Single Well,815974,VOLUNTARY,['Q']
44578,392345N1214717W002,52439,,COR-36,,39.23448,-121.47168,98.54,100.72,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,315.0,Irrigation,Single Well,2019-003929,VOLUNTARY,['Q']
44581,392355N1218985W001,17638,16N01E18K001M,16N01E18K001M,,39.2355,-121.8985,80.39,81.39,Unknown,Unknown,5-021.62,Sutter,Sutter,65.0,Unknown,Unknown,,VOLUNTARY,['Q']
44582,392358N1232020W001,33876,16N12W16N002M,392358N1232020W001,,39.2358,-123.20248,682.85,684.35,Surveyed to a benchmark,0.1 ft.,1-052,Ukiah Valley,Mendocino,274.0,Residential,Single Well,15976,SGMA,['Qoa']
44584,392361N1215824W001,50450,16N03E13Q005M,RD-22,,39.23612,-121.58239,76.04,77.04,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,50.0,Irrigation,Single Well,43971,VOLUNTARY,['Qoa']
44585,392364N1215831W001,50451,16N03E13Q006M,RD-23,,39.23644,-121.58309,74.5,75.5,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,60.0,Irrigation,Single Well,184814,VOLUNTARY,['Qoa']
44587,392373N1215395W001,16305,16N04E17R002M,16N04E17R002M,,39.23684,-121.53944,83.27,85.27,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,130.0,Residential,Single Well,WCR1987-006061,SGMA,['Q']
44588,392394N1216509W001,24984,16N03E17J001M,Sutter County MW-3A,16N03E17J001M,39.2394,-121.6509,77.354,79.295,Unknown,Unknown,5-021.62,Sutter,Sutter,85.0,Observation,Part of a nested/multi-completion well,WCR0307646,SGMA,['Q']
44589,392394N1216509W002,40145,16N03E17J002M,Sutter County MW-3B,16N03E17J002M,39.2394,-121.6509,77.354,79.116,Unknown,Unknown,5-021.62,Sutter,Sutter,315.0,Observation,Part of a nested/multi-completion well,WCR0307646,SGMA,['Q']
44590,392394N1216509W003,25266,16N03E17J003M,Sutter County MW-3C,16N03E17J003M,39.2394,-121.6509,77.354,78.871,Unknown,Unknown,5-021.62,Sutter,Sutter,430.0,Observation,Part of a nested/multi-completion well,WCR0307646,SGMA,['Q']
44591,392394N1216509W004,24985,16N03E17J004M,Sutter County MW-3D,16N03E17J004M,39.2394,-121.6509,77.354,78.705,Unknown,Unknown,5-021.62,Sutter,Sutter,615.0,Observation,Part of a nested/multi-completion well,WCR0307646,SGMA,['Q']
44592,392394N1216509W005,24986,16N03E17J005M,Sutter County MW-3E,16N03E17J005M,39.2394,-121.6509,77.354,78.49,Unknown,Unknown,5-021.62,Sutter,Sutter,785.0,Observation,Part of a nested/multi-completion well,WCR0307646,SGMA,['Q']
44593,392396N1215815W001,50452,16N03E13K002M,RD-24,,39.23961,-121.58155,76.38,77.38,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,80.0,Irrigation,Single Well,21086,VOLUNTARY,['Qoa']
44594,392406N1214951W001,47847,16N04E14L001M,PMW-02A,,39.24065,-121.4951,163.31,167.5,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,127.0,Observation,Part of a nested/multi-completion well,E049565,SGMA,['Q']
44595,392406N1214951W002,47848,16N04E14L002M,PMW-02B,,39.24065,-121.4951,163.31,167.17,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,185.0,Observation,Part of a nested/multi-completion well,E049565,SGMA,['Q']
44596,392406N1214951W003,47849,16N04E14L003M,PMW-02C,,39.24065,-121.4951,163.31,167.27,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,245.0,Observation,Part of a nested/multi-completion well,E049565,SGMA,['Q']
44597,392410N1216105W001,49858,16N03E14E001M,RD-18,,39.24095,-121.61046,74.53,77.26,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,115.0,Irrigation,Single Well,115489,VOLUNTARY,['Qoa']
44599,392414N1221535W001,24683,16N03W14H003M,16N03W14H003M-DEEP,16N03W14H003M,39.24148,-122.15354,65.7,68.5,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,1481.0,Observation,Part of a nested/multi-completion well,WCR2010-008263,VOLUNTARY,['Q']
44600,392414N1221535W002,24684,16N03W14H004M,16N03W14H004M-INTER,16N03W14H004M,39.24148,-122.15354,65.7,68.21,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,1236.0,Observation,Part of a nested/multi-completion well,WCR2010-008263,VOLUNTARY,['Q']
44601,392414N1221535W003,37673,16N03W14H005M,16N03W14H005M-SHAL,16N03W14H005M,39.24148,-122.15354,65.7,67.91,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,775.0,Observation,Part of a nested/multi-completion well,WCR2010-008263,VOLUNTARY,['Q']
44602,392414N1221535W004,24685,16N03W14H006M,16N03W14H006M-XSHAL,16N03W14H006M,39.24148,-122.15354,65.7,67.68,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,378.0,Observation,Part of a nested/multi-completion well,WCR2010-008263,SGMA,['Q']
44603,392418N1215288W001,59123,16N04E16K502M,PMW-32C,,39.24185,-121.52885,88.55,88.06,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,150.0,Observation,Part of a nested/multi-completion well,WCR2022-002049,SGMA,['Q']
44604,392418N1215288W002,59125,16N04E16K500M,PMW-32A,,39.24185,-121.52885,88.55,88.06,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,30.0,Observation,Part of a nested/multi-completion well,WCR2022-002049,SGMA,['Q']
44605,392418N1215289W001,59122,16N04E16K503M,PMW-32D,,39.24185,-121.52885,88.55,88.09,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,200.0,Observation,Part of a nested/multi-completion well,WCR2022-002049,SGMA,['Q']
44606,392418N1215289W002,59124,16N04E16K501M,PMW-32B,,39.24185,-121.52885,88.55,88.1,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,115.0,Observation,Part of a nested/multi-completion well,WCR2022-002049,SGMA,['Q']
44607,392424N1215030W001,39047,16N04E22B001M,YCWA-16,,39.24238,-121.50294,104.05,103.42,Unknown,2.5 ft.,5-021.60,North Yuba,Yuba,180.0,Observation,Single Well,454106,SGMA,['QPc']
44608,392430N1214980W001,49848,16N04E14M001M,LQ-2,,39.24298,-121.49798,151.1,152.103,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,125.0,Residential,Single Well,184610,VOLUNTARY,['QPc']
44609,392431N1214485W001,33873,16N05E18H001M,YCWA-07,,39.24339,-121.44804,116.39,115.98,Digital Elevation Model,5 ft.,5-021.60,North Yuba,Yuba,85.0,Observation,Single Well,454101,SGMA,['Mzv']
44610,392434N1215603W001,49833,16N04E18H001M,COR-15,,39.24343,-121.5602,81.89,83.091,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,310.0,Irrigation,Single Well,383794,VOLUNTARY,['Q']
44611,392436N1214875W001,49850,16N04E14H001M,LQ-5,,39.24357,-121.48756,106.49,107.419,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,165.0,Residential,Single Well,815952,VOLUNTARY,['QPc']
44612,392438N1214923W001,49849,16N04E14G001M,LQ-4,,39.24375,-121.49227,129.85,130.837,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,80.0,Residential,Single Well,729765,VOLUNTARY,['QPc']
44614,392439N1221540W001,16300,16N03W14H002M,16N03W14H002M,,39.24383,-122.1543,65.45,66.45,USGS quad,5 ft.,5-021.52,Colusa,Colusa,160.0,Residential,Single Well,,VOLUNTARY,['Q']
44615,392441N1215758W001,50453,16N04E18E001M,COR-29,,39.24415,-121.57581,81.31,82.31,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,215.0,Irrigation,Single Well,,VOLUNTARY,['Q']
44616,392442N1215769W001,50564,,COR-32,,39.24424,-121.57685,78.69,80.28,GPS,0.1 ft.,5-021.60,North Yuba,Yuba,320.0,Irrigation,Single Well,,VOLUNTARY,['Q']
44617,392443N1215769W002,52435,,COR-30,,39.24147,-121.50407,93.35,94.4,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,200.0,Irrigation,Single Well,,VOLUNTARY,['QPc']
44618,392452N1214999W001,50454,,LR-02,,39.24518,-121.49988,104.6,105.6,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,120.0,Irrigation,Single Well,e0183651,VOLUNTARY,['QPc']
44619,392455N1231977W001,50540,,Ukiah Valley-16,,39.24551,-123.19768,730.0,733.03,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,95.0,Observation,Part of a nested/multi-completion well,,SGMA,['QPc']
44620,392455N1231977W002,50541,,Ukiah Valley-17,,39.24551,-123.19768,730.0,732.53,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,235.0,Observation,Part of a nested/multi-completion well,,SGMA,['QPc']
44621,392455N1231977W003,50542,,Ukiah Valley-18,,39.24551,-123.19768,730.0,732.0,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,345.0,Observation,Part of a nested/multi-completion well,,SGMA,['QPc']
44622,392475N1216005W001,16292,16N03E14B004M,YCWA-03,,39.24799,-121.59969,77.71,77.08,Unknown,2.5 ft.,5-021.60,North Yuba,Yuba,190.0,Observation,Single Well,454097,SGMA,['Qoa']
44623,392479N1216013W001,33869,16N03E14B002M,16N03E14B002M,,39.2479,-121.6013,75.47,76.97,Unknown,Unknown,5-021.60,North Yuba,Yuba,110.0,Irrigation,Unknown,2156,VOLUNTARY,['Qoa']
44624,392483N1215212W001,16303,16N04E16A001M,16N04E16A001M,,39.2483,-121.5212,96.46,98.46,Unknown,Unknown,5-021.60,North Yuba,Yuba,210.0,Irrigation,Unknown,,VOLUNTARY,['Q']
44625,392486N1215055W001,49829,16N04E15A001M,COR-11,,39.24856,-121.50549,95.58,96.248,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,320.0,Irrigation,Single Well,20549,VOLUNTARY,['QPc']
44626,392489N1215689W001,49835,16N04E18C001M,COR-17,,39.24889,-121.56882,81.91,83.632,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,430.0,Irrigation,Single Well,445295,VOLUNTARY,['Q']
44627,392490N1215601W001,49834,16N04E18A001M,COR-16,,39.24902,-121.56004,83.12,84.903,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,320.0,Irrigation,Single Well,445296,VOLUNTARY,['Q']
44628,392490N1215658W001,49842,16N04E18B001M,COR-24,,39.24892,-121.56579,83.57,84.747,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,408.0,Irrigation,Single Well,445300,VOLUNTARY,['Q']
44629,392496N1215238W001,50563,,COR-31,,39.24963,-121.52384,97.09,98.39,GPS,0.1 ft.,5-021.60,North Yuba,Yuba,290.0,Irrigation,Single Well,e0271511,VOLUNTARY,['Q']
44630,392497N1222327W001,39928,16N03W07Q001M,16N03W07Q001M,,39.2497,-122.2327,115.49,115.49,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,73.0,Residential,Single Well,41959,VOLUNTARY,['Q']
44631,392498N1215180W001,49826,16N04E15D002M,COR-8,,39.24977,-121.51791,95.9,98.11,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,205.0,Irrigation,Single Well,0955634,VOLUNTARY,['Q']
44632,392505N1214972W002,52495,,BV-21,,39.25053,-121.49724,109.4,110.06,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,360.0,Unknown,Single Well,e0200094,VOLUNTARY,['QPc']
44633,392506N1215016W001,49845,16N04E11N001M,COR-27,,39.25059,-121.50164,102.22,104.436,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,205.0,Irrigation,Single Well,955634,VOLUNTARY,['QPc']
44634,392507N1215234W001,49844,16N04E09R001M,COR-26,,39.25075,-121.52316,98.34,100.551,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,290.0,Irrigation,Single Well,955633,VOLUNTARY,['Q']
44635,392516N1231610W001,50825,,Ukiah Valley-20,,39.25161,-123.161,1120.0,1120.75,GPS,Unknown,1-052,Ukiah Valley,Mendocino,200.0,Residential,Single Well,,VOLUNTARY,['KJf']
44636,392525N1220252W001,16289,16N02W12J001M,16N02W12J001M,,39.2525,-122.0252,62.32,62.72,Unknown,Unknown,5-021.52,Colusa,Colusa,36.0,Residential,Unknown,,VOLUNTARY,['Q']
44637,392527N1219841W001,55759,,ATW-2,,39.25269,-121.98408,58.0,59.0,GPS,Unknown,5-021.52,Colusa,Colusa,450.0,Irrigation,Single Well,e0267815,VOLUNTARY,['Q']
44638,392537N1215456W002,52438,,COR-35,,39.25374,-121.54558,88.44,88.44,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,396.0,Irrigation,Single Well,e0352395,VOLUNTARY,['Q']
44639,392553N1215021W001,49837,16N04E10J001M,COR-19,,39.2553,-121.50203,122.09,124.391,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,325.0,Irrigation,Single Well,445294,VOLUNTARY,['QPc']
44640,392556N1232312W001,50347,16N12W07K001M,Ukiah Valley-8,,39.25555,-123.23116,738.0,738.66,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,200.0,Unknown,Single Well,,VOLUNTARY,['Q']
44641,392572N1231906W001,50348,16N12W09J001M,Ukiah Valley-9,,39.25718,-123.19058,790.0,789.46,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,133.0,Residential,Single Well,,SGMA,['QPc']
44644,392576N1215386W001,49836,16N04E09M001M,COR-18,,39.2576,-121.53854,92.71,94.796,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,325.0,Irrigation,Single Well,445293,VOLUNTARY,['Q']
44645,392576N1215441W001,49838,16N04E08K001M,COR-20,,39.25763,-121.54406,90.39,92.377,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,425.0,Irrigation,Single Well,xxxx,VOLUNTARY,['Q']
44646,392583N1215391W001,49825,16N04E08H001M,COR-7,,39.2593,-121.53901,92.77,93.459,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,220.0,Irrigation,Single Well,781652,VOLUNTARY,['Q']
44647,392594N1232129W001,50823,,Ukiah Valley-19,,39.25939,-123.21288,883.0,884.08,GPS,Unknown,1-052,Ukiah Valley,Mendocino,190.0,Residential,Single Well,,VOLUNTARY,['Qoa']
44649,392605N1220701W001,33867,16N02W10C001M,16N02W10C001M,,39.2605,-122.0701,57.43,59.43,Unknown,Unknown,5-021.52,Colusa,Colusa,128.0,Residential,Unknown,2697,VOLUNTARY,['Q']
44650,392606N1222565W001,16309,16N04W12C001M,16N04W12C001M,,39.2606,-122.2565,132.51,132.51,Unknown,Unknown,5-021.52,Colusa,Colusa,39.0,Residential,Unknown,,VOLUNTARY,['Q']
44651,392606N1232098W001,50345,16N12W08A001M,Ukiah Valley-6,,39.26057,-123.20981,847.0,847.67,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,347.0,Unknown,Single Well,,VOLUNTARY,['Qoa']
44653,392626N1215081W001,49846,16N04E10B002M,COR-12A,,39.26262,-121.50813,141.32,142.07,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,105.0,Irrigation,Single Well,231603,VOLUNTARY,['QPc']
44654,392626N1215082W001,49830,16N04E10B001M,COR-12,,39.26258,-121.50817,141.32,142.769,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,205.0,Irrigation,Single Well,374679,VOLUNTARY,['QPc']
44655,392629N1222754W001,16308,16N04W02P001M,16N04W02P001M,,39.2629,-122.2754,162.53,163.03,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,203.0,Stockwatering,Single Well,77484,SGMA,['Q']
44656,392634N1217141W001,16287,16N02E02Q001M,16N02E02Q001M,,39.26239,-121.71504,73.31,74.1,USGS quad,5 ft.,5-021.62,Sutter,Sutter,224.0,Residential,Single Well,261385,VOLUNTARY,['Q']
44657,392640N1215488W001,49839,16N04E08C001M,COR-21,,39.26461,-121.55173,89.75,91.067,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,386.0,Irrigation,Single Well,445325,VOLUNTARY,['Q']
44659,392644N1215754W001,49841,16N04E07D001M,COR-23,,39.26458,-121.57469,84.45,86.028,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,280.0,Irrigation,Single Well,338931,VOLUNTARY,['Q']
44660,392645N1231955W001,50349,16N12W09B001M,Ukiah Valley-5,,39.26446,-123.19546,812.0,813.11,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,100.0,Unknown,Single Well,,VOLUNTARY,['QPc']
44661,392646N1215834W001,49824,16N03E01Q001M,COR-6,,39.26458,-121.58344,79.95,81.892,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,160.0,Irrigation,Single Well,19663,VOLUNTARY,['Qoa']
44662,392647N1232245W001,51453,,Ukiah Valley-30,,39.2647,-123.22452,811.0,812.08,GPS with WAAS,10 ft.,1-052,Ukiah Valley,Mendocino,80.0,Residential,Single Well,,VOLUNTARY,['Qoa']
44663,392648N1232318W001,50346,16N12W07B001M,Ukiah Valley-7,,39.26482,-123.23177,741.0,742.21,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,60.0,Residential,Single Well,,VOLUNTARY,['Qoa']
44664,392650N1215579W001,49832,16N04E08D001M,COR-14,,39.26495,-121.55782,88.58,88.871,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,260.0,Irrigation,Single Well,374673,VOLUNTARY,['Q']
44666,392651N1215296W001,49822,16N04E09B001M,COR-4,,39.26504,-121.52957,100.19,103.13,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,405.0,Irrigation,Single Well,39823,VOLUNTARY,['Q']
44667,392655N1215894W001,16290,16N03E01P002M,16N03E01P002M,,39.2655,-121.5894,80.27,80.27,Unknown,Unknown,5-021.60,North Yuba,Yuba,150.0,Residential,Single Well,,SGMA,['Qoa']
44668,392659N1232097W001,57442,16N12W05R500M,UVBGSA-06a,,39.26593,-123.20976,752.0,751.48,GPS,0.1 ft.,1-052,Ukiah Valley,Mendocino,27.0,Observation,Part of a nested/multi-completion well,WCR2022-006698,SGMA,['Q']
44669,392659N1232097W002,57443,16N12W05R501M,UVBGSA-06b,,39.26593,-123.20976,752.0,751.42,GPS,0.1 ft.,1-052,Ukiah Valley,Mendocino,80.0,Observation,Part of a nested/multi-completion well,WCR2022-006698,SGMA,['Q']
44670,392659N1232097W003,57450,16N12W05R502M,UVBGSA-06c,,39.26593,-123.20976,752.0,751.44,GPS,0.1 ft.,1-052,Ukiah Valley,Mendocino,160.0,Observation,Part of a nested/multi-completion well,WCR2022-006698,SGMA,['Q']
44671,392659N1232097W004,57451,16N12W05R503M,UVBGSA-06d,,39.26593,-123.20976,752.0,751.54,GPS,0.1 ft.,1-052,Ukiah Valley,Mendocino,230.0,Observation,Part of a nested/multi-completion well,WCR2022-006698,SGMA,['Q']
44672,392673N1219785W001,24965,16N01W04L001M,16N01W04L001M,,39.2673,-121.9785,59.4,60.2,USGS quad,5 ft.,5-021.52,Colusa,Colusa,330.0,Irrigation,Single Well,E0089812,VOLUNTARY,['Q']
44673,392686N1215081W001,49820,16N04E03K001M,COR-2,,39.26861,-121.50802,106.83,108.778,Unknown,0.1 ft.,5-021.60,North Yuba,Yuba,220.0,Irrigation,Single Well,244997,VOLUNTARY,['QPc']
44674,392709N1215037W001,49819,16N04E03J001M,COR-1,,39.27087,-121.50362,122.76,124.342,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,325.0,Irrigation,Single Well,18296,VOLUNTARY,['QPc']
44675,392709N1215248W001,49827,16N04E04J001M,COR-9,,39.27095,-121.52477,114.29,114.607,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,285.0,Irrigation,Single Well,19671,VOLUNTARY,['Q']
44676,392712N1216493W001,38677,16N03E04E001M,16N03E04E001M,,39.2712,-121.6493,61.27,62.07,Unknown,Unknown,5-021.62,Sutter,Sutter,70.0,Irrigation,Single Well,72302,SGMA,['Q']
44677,392714N1213309W001,50058,19N04E32P001M,19N04E32P001M,,39.454,-121.5503,187.0,188.0,USGS quad,Unknown,5-021.69,Wyandotte Creek,Butte,150.0,Residential,Single Well,,SGMA,['QPc']
44678,392727N1215762W001,49444,16N03E01H001M,PMW-01A,,39.2727,-121.57623,83.29,82.7,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,340.0,Observation,Part of a nested/multi-completion well,E0180426,SGMA,['Q']
44679,392727N1215762W002,49445,16N03E01H002M,PMW-01B,,39.2727,-121.57623,83.29,82.79,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,340.0,Observation,Part of a nested/multi-completion well,E0180426,SGMA,['Q']
44680,392730N1217164W002,52655,16N02E02C501M,16N02E02,,39.27295,-121.71639,75.0,75.58,Unknown,Unknown,5-021.62,Sutter,Sutter,120.0,Residential,Single Well,502294,VOLUNTARY,['Q']
44681,392730N1231770W001,50350,16N12W03G001M,Ukiah Valley-13,,39.273,-123.177,924.0,926.57,Unknown,Unknown,1-052,Ukiah Valley,Mendocino,400.0,Unknown,Single Well,e066664,VOLUNTARY,['KJf']
44683,392747N1215254W001,49828,16N04E04G001M,COR-10,,39.27469,-121.52536,115.15,118.777,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,363.0,Irrigation,Single Well,59962,VOLUNTARY,['Q']
44685,392752N1221056W001,25231,16N02W05B004M,16N02W05B004M-Prod,16N02W05B004M,39.27525,-122.10558,65.0,65.61,Unknown,Unknown,5-021.52,Colusa,Colusa,790.0,Irrigation,Single Well,726846,VOLUNTARY,['Q']
44686,392753N1221057W001,25511,16N02W05B001M,16N02W05B001M-DEEP,16N02W05B001M,39.27527,-122.10568,65.0,66.91,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,797.0,Observation,Part of a nested/multi-completion well,WCR2003-009690,VOLUNTARY,['Q']
44687,392753N1221057W002,25512,16N02W05B002M,16N02W05B002M-INT,16N02W05B002M,39.27527,-122.10568,65.0,65.55,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,535.0,Observation,Part of a nested/multi-completion well,WCR2003-009690,VOLUNTARY,['Q']
44688,392753N1221057W003,38669,16N02W05B003M,16N02W05B003M-SHAL,16N02W05B003M,39.27527,-122.10568,65.0,66.34,Surveyed to a benchmark,0.1 ft.,5-021.52,Colusa,Colusa,301.0,Observation,Part of a nested/multi-completion well,WCR2003-009690,SGMA,['Q']
44689,392761N1232066W001,57445,16N12W04D500M,UVBGSA-07,,39.2761,-123.20669,783.0,782.49,GPS,0.1 ft.,1-052,Ukiah Valley,Mendocino,74.0,Observation,Single Well,WCR2022-006708,SGMA,['Qoa']
44690,392762N1216556W001,51214,,Live Oak Well 5,,39.27623,-121.65561,78.51,79.7,GPS,2.5 ft.,5-021.62,Sutter,Sutter,399.0,Other,Single Well,38167,VOLUNTARY,['Q']
44691,392789N1214876W001,49450,16N04E02A001M,PMW-29,,39.27892,-121.48764,121.83,121.4,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,260.0,Observation,Single Well,E0180438,SGMA,['QPc']
44693,392790N1219957W001,50913,17N01W32L001M,TP NW-3,,39.27903,-121.9957,62.0,63.0,Unknown,Unknown,5-021.52,Colusa,Colusa,257.0,Irrigation,Single Well,0966327,VOLUNTARY,['Q']
44695,392791N1220075W001,51646,,NW-1,,39.27911,-122.00754,62.701,62.701,Digital Elevation Model,10 ft.,5-021.52,Colusa,Colusa,236.0,Irrigation,Single Well,57386,VOLUNTARY,['Q']
44696,392804N1215955W001,49857,17N03E35R002M,RD-20,,39.28033,-121.59555,84.07,85.056,Surveyed to a benchmark,0.1 ft.,5-021.60,North Yuba,Yuba,325.0,Irrigation,Single Well,150238,VOLUNTARY,['Qoa']
44697,392820N1215278W001,17107,17N04E33Q002M,YCWA-06,,39.2819,-121.52789,111.41,110.79,Unknown,2.5 ft.,5-021.60,North Yuba,Yuba,190.0,Observation,Single Well,454100,SGMA,['Q']
44699,392829N1220133W001,51072,,Dennis Well South,,39.28293,-122.01325,66.0,67.0,Other,5 ft.,5-021.52,Colusa,Colusa,310.0,Irrigation,Single Well,445276,VOLUNTARY,['Q']
44701,392842N1230950W001,17114,17N11W32J001M,17N11W32J001M,,39.2842,-123.095,907.84,909.34,Unknown,Unknown,1-051,Potter Valley,Mendocino,11.0,Residential,Unknown,,VOLUNTARY,['Q']
44702,392846N1220149W001,51071,,Dennis Well North,,39.28458,-122.0149,59.0,60.0,Other,5 ft.,5-021.52,Colusa,Colusa,265.0,Irrigation,Single Well,498151,VOLUNTARY,['Q']
44703,392854N1220100W002,55755,,East Well,,39.28537,-122.00999,61.0,62.0,GPS,Unknown,5-021.52,Colusa,Colusa,660.0,Irrigation,Single Well,e0253420,VOLUNTARY,['Q']
44704,392863N1215980W001,35473,17N03E35H002M,17N03E35H002M,,39.2863,-121.598,84.27,84.27,Unknown,Unknown,5-021.60,North Yuba,Yuba,165.0,Irrigation,Unknown,,VOLUNTARY,['Qoa']
